nama_event,cabang_olahraga,lokasi,tahun
2018-2019 Australian Figure Skating Championships - senior ice dancing,ice dance,Australia,2018
2018-2019 Lithuanian Figure Skating Championships - senior men's singles,men's singles,Lithuania,2018
2018-2019 Lithuanian Figure Skating Championships - senior ladies' singles,ladies' singles,Lithuania,2018
2018-2019 Swedish Figure Skating Championships - senior men's singles,men's singles,Sweden,2018
2018-2019 Swedish Figure Skating Championships - senior ladies' singles,ladies' singles,Sweden,2018
2019 Austrian Figure Skating Championships - men's singles,men's singles,Austria,2018
2019 Austrian Figure Skating Championships - ladies' singles,ladies' singles,Austria,2018
2018-2019 Italian Figure Skating Championships - senior men's singles,men's singles,Italy,2018
2018-2019 Italian Figure Skating Championships - senior ladies' singles,ladies' singles,Italy,2018
2018-2019 Italian Figure Skating Championships - senior pair skating,pair skating,Italy,2018
2018-2019 Italian Figure Skating Championships - senior ice dancing,ice dance,Italy,2018
2018 New Zealand Figure Skating Championships - men's singles,men's singles,New Zealand,2018
2018 New Zealand Figure Skating Championships - ladies' singles,ladies' singles,New Zealand,2018
2018 Romanian Figure Skating Championships - men's singles,men's singles,Romania,2018
2018 Romanian Figure Skating Championships - ladies' singles,ladies' singles,Romania,2018
2018-2019 Bulgarian Figure Skating Championships - men's singles,men's singles,Bulgaria,2018
2018-2019 Bulgarian Figure Skating Championships - ladies' singles,ladies' singles,Bulgaria,2018
2018-2019 Japan Junior Figure Skating Championships - men's singles,men's singles,Japan,2018
2018-2019 Japan Junior Figure Skating Championships - ice dancing,ice dance,Japan,2018
2018-2019 Japan Junior Figure Skating Championships - ladies' singles,ladies' singles,Japan,2018
2018-2019 Estonian Figure Skating Championships - men's singles,men's singles,Estonia,2018
2018-2019 Estonian Figure Skating Championships - ladies' singles,ladies' singles,Estonia,2018
2018-2019 Estonian Figure Skating Championships - ice dancing,ice dance,Estonia,2018
2019 Swiss Figure Skating Championships - men's singles,men's singles,Switzerland,2018
2019 Swiss Figure Skating Championships - ladies' singles,ladies' singles,Switzerland,2018
2019 Swiss Figure Skating Championships - pair skating,pair skating,Switzerland,2018
2019 Swiss Figure Skating Championships - ice dancing,ice dance,Switzerland,2018
2018-2019 Belarusian Figure Skating Championships - men's singles,men's singles,Belarus,2018
2018-2019 Belarusian Figure Skating Championships - ladies' singles,ladies' singles,Belarus,2018
2018-2019 Belarusian Figure Skating Championships - ice dancing,ice dance,Belarus,2018
2018-2019 Finnish Figure Skating Championships - senior men's singles,men's singles,Finland,2018
2018-2019 Finnish Figure Skating Championships - senior ladies' singles,ladies' singles,Finland,2018
2018-2019 Finnish Figure Skating Championships - senior ice dancing,ice dance,Finland,2018
2018 Latvian Figure Skating Championships - senior ladies' singles,ladies' singles,Latvia,2018
2018-2019 Slovenian Figure Skating Championships - senior ladies' singles,ladies' singles,Slovenia,2018
2018 Survival 3C Masters 3,three-cushion billiards,South Korea,2018
Q60846990,carom billiards,Egypt,2018
2018 European Figure Skating Championships - men's singles,men's singles,Russia,2018
2018 European Figure Skating Championships - ladies' singles,ladies' singles,Russia,2018
2018 European Figure Skating Championships - pair skating,pair skating,Russia,2018
2018 European Figure Skating Championships - ice dancing,ice dance,Russia,2018
2018 Four Continents Figure Skating Championships - pair skating,pair skating,Taiwan,2018
2018 Four Continents Figure Skating Championships - ice dancing,ice dance,Taiwan,2018
2018 Egna Spring Trophy - senior men's singles,men's singles,Italy,2018
2018 Egna Spring Trophy - senior ladies' singles,ladies' singles,Italy,2018
2018 Egna Spring Trophy - senior pair skating,pair skating,Italy,2018
2018 Egna Spring Trophy - senior pair skating,men's singles,Italy,2018
2018 Coupe du Printemps - senior men's singles,men's singles,Luxembourg,2018
2018 Coupe du Printemps - senior ladies' singles,ladies' singles,Luxembourg,2018
2018 World Junior Figure Skating Championships - men's singles,men's singles,Bulgaria,2018
2018 World Junior Figure Skating Championships - ladies' singles,ladies' singles,Bulgaria,2018
2018 World Junior Figure Skating Championships - pair skating,pair skating,Bulgaria,2018
2018 World Junior Figure Skating Championships - ice dancing,ice dance,Bulgaria,2018
2018–19 DHB-Pokal Women,women's handball,Germany,2018
3-Cushion World Cup 2018-1,cue sports,Turkey,2018
2017–18 ISU Speed Skating World Cup – World Cup 5,long track speed skating,Germany,2018
2018 Four Continents Figure Skating Championships - men's singles,men's singles,Taiwan,2018
2018 Four Continents Figure Skating Championships - ladies' singles,ladies' singles,Taiwan,2018
2018 IAAF World Indoor Championships – women's 1500 metres,indoor athletics,United Kingdom,2018
2017–18 ISU Speed Skating World Cup – World Cup 6,long track speed skating,Belarus,2018
"2019 KNSB Dutch Single Distance Championships – Men's 10,000 m",speed skating,Netherlands,2018
2019 KNSB Dutch Single Distance Championships – Men's mass start,speed skating,Netherlands,2018
2019 KNSB Dutch Single Distance Championships – Women's mass start,speed skating,Netherlands,2018
2019 KNSB Dutch Single Distance Championships – Men's 1500 m,speed skating,Netherlands,2018
2019 KNSB Dutch Single Distance Championships – Men's 5000 m,speed skating,Netherlands,2018
2019 KNSB Dutch Single Distance Championships – Men's 1000 m,speed skating,Netherlands,2018
2019 KNSB Dutch Single Distance Championships – Men's 500 m,speed skating,Netherlands,2018
Helsinki City Run,long-distance running,Finland,2018
2017 Internationaux de France - men's singles,men's singles,France,2017
2017 NHK Trophy - men's singles,men's singles,Japan,2017
2017 Rostelecom Cup - men's singles,men's singles,Russia,2017
2017 CS Autumn Classic International - men's singles,men's singles,Canada,2017
2017 CS Autumn Classic International - ladies' singles,ladies' singles,Canada,2017
2017 CS Autumn Classic International - pair skating,pair skating,Canada,2017
2017 CS Autumn Classic International - ice dancing,ice dance,Canada,2017
2017 World Figure Skating Championships - men's singles,men's singles,Finland,2017
2017 World Figure Skating Championships - ladies' singles,ladies' singles,Finland,2017
2017 World Figure Skating Championships - pair skating,pair skating,Finland,2017
2017 World Figure Skating Championships - ice dancing,ice dance,Finland,2017
2017–18 Grand Prix of Figure Skating Final - men's singles,men's singles,Japan,2017
2017 Skate America - men's singles,men's singles,United States,2017
2017 Skate Canada International - men's singles,men's singles,Canada,2017
2017 Cup of China - men's singles,men's singles,People's Republic of China,2017
2017 European Figure Skating Championships - men's singles,men's singles,Czech Republic,2017
2017 European Figure Skating Championships - ladies' singles,ladies' singles,Czech Republic,2017
2017 European Figure Skating Championships - pair skating,pair skating,Czech Republic,2017
2017 European Figure Skating Championships - ice dancing,ice dance,Czech Republic,2017
2017 Four Continents Figure Skating Championships - men's singles,men's singles,South Korea,2017
2017 Four Continents Figure Skating Championships - ladies' singles,ladies' singles,South Korea,2017
2017 Four Continents Figure Skating Championships - pair skating,pair skating,South Korea,2017
2017 Four Continents Figure Skating Championships - ice dancing,ice dance,South Korea,2017
2017–18 Grand Prix of Figure Skating Final - ladies' singles,ladies' singles,Japan,2017
2017–18 Grand Prix of Figure Skating Final - pair skating,pair skating,Japan,2017
2017–18 Grand Prix of Figure Skating Final - ice dancing,ice dance,Japan,2017
2017 Skate America - ladies' singles,ladies' singles,United States,2017
2017 Skate America - ice dancing,ice dance,United States,2017
2017 Skate America - pair skating,pair skating,United States,2017
2017 Internationaux de France - ladies' singles,ladies' singles,France,2017
2017 Internationaux de France - pair skating,pair skating,France,2017
2017 Internationaux de France - ice dancing,ice dance,France,2017
2017 NHK Trophy - ladies' singles,ladies' singles,Japan,2017
2017 NHK Trophy - pair skating,pair skating,Japan,2017
2017 NHK Trophy - ice dancing,ice dance,Japan,2017
2017 Cup of China - ladies' singles,ladies' singles,People's Republic of China,2017
2017 Cup of China - pair skating,pair skating,People's Republic of China,2017
2017 Cup of China - ice dancing,ice dance,People's Republic of China,2017
2017 Skate Canada International - ladies' singles,ladies' singles,Canada,2017
2017 Skate Canada International - pair skating,pair skating,Canada,2017
2017 Skate Canada International - ice dancing,ice dance,Canada,2017
2017 Rostelecom Cup - ladies' singles,ladies' singles,Russia,2017
2017 Rostelecom Cup - pair skating,pair skating,Russia,2017
2017 Rostelecom Cup - ice dancing,ice dance,Russia,2017
2017 Asian Open Figure Skating Trophy - senior men's singles,men's singles,People's Republic of China,2017
2017 Asian Open Figure Skating Trophy - senior ladies' singles,ladies' singles,People's Republic of China,2017
2017 Asian Open Figure Skating Trophy - senior pair skating,pair skating,People's Republic of China,2017
2017 World Junior Figure Skating Championships - men's singles,men's singles,Taiwan,2017
2017 World Junior Figure Skating Championships - ladies' singles,ladies' singles,Taiwan,2017
2017 World Junior Figure Skating Championships - pair skating,pair skating,Taiwan,2017
2017 World Junior Figure Skating Championships - ice dancing,ice dance,Taiwan,2017
figure skating at the 2017 Winter Universiade – men's singles,men's singles,Kazakhstan,2017
figure skating at the 2017 Winter Universiade – ladies' singles,ladies' singles,Kazakhstan,2017
Q28820221,cue sports,Turkey,2017
3-Cushion World Cup 2017-7,cue sports,Egypt,2017
figure skating at the 2017 Winter Universiade – ice dance,ice dance,Kazakhstan,2017
European Three-Cushion Championship 2017,cue sports,Germany,2017
Q30074371,darts,Germany,2017
2016–17 Men's FIH Hockey World League Final,field hockey,India,2017
Q30898714,basketball,San Marino,2017
Q30898715,basketball,San Marino,2017
figure skating at the 2017 Asian Winter Games – women's singles,ladies' singles,Japan,2017
figure skating at the 2017 Asian Winter Games – ice dancing,ice dance,Japan,2017
figure skating at the 2017 Asian Winter Games – men's singles,men's singles,Japan,2017
figure skating at the 2017 Asian Winter Games – pairs,pair skating,Japan,2017
figure skating at the 2017 European Youth Olympic Winter Festival - girls,ladies' singles,Turkey,2017
figure skating at the 2017 European Youth Olympic Winter Festival - boys,men's singles,Turkey,2017
2017 World Championships in Athletics – women's heptathlon,athletics,United Kingdom,2017
water polo at the 2017 Southeast Asian Games – women's tournament,water polo,Malaysia,2017
2017 German Darts Masters,darts,Germany,2017
2017–18 ISU Speed Skating World Cup – World Cup 1,long track speed skating,Netherlands,2017
2017–18 ISU Speed Skating World Cup – World Cup 2,long track speed skating,Norway,2017
2017 Austrian Athletics Championships,athletics,Austria,2017
Helsinki Ice Challenge,ice hockey,Finland,2017
"2018 KNSB Dutch Single Distance Championships – Men's 10,000 m",speed skating,Netherlands,2017
2018 KNSB Dutch Single Distance Championships – Men's 1500 m,speed skating,Netherlands,2017
2018 KNSB Dutch Single Distance Championships – Men's 5000 m,speed skating,Netherlands,2017
2018 KNSB Dutch Single Distance Championships – Men's 1000 m,speed skating,Netherlands,2017
2018 KNSB Dutch Single Distance Championships – Men's 500 m,speed skating,Netherlands,2017
Asia League Limited,basketball,Hong Kong,2017
2016 Trophée de France - men's singles,men's singles,France,2016
2016 NHK Trophy - men's singles,men's singles,Japan,2016
2016 Rostelecom Cup - men's singles,men's singles,Russia,2016
2016 CS Autumn Classic International - men's singles,men's singles,Canada,2016
2016 CS Autumn Classic International - ladies' singles,ladies' singles,Canada,2016
2016 CS Autumn Classic International - pair skating,pair skating,Canada,2016
2016 CS Autumn Classic International - ice dancing,ice dance,Canada,2016
2016 World Figure Skating Championships - men's singles,men's singles,United States,2016
2016 World Figure Skating Championships - ladies' singles,ladies' singles,United States,2016
2016 World Figure Skating Championships - pair skating,pair skating,United States,2016
2016 World Figure Skating Championships - ice dancing,ice dance,United States,2016
2016–17 Grand Prix of Figure Skating Final - men's singles,men's singles,France,2016
2016 Skate America - men's singles,men's singles,United States,2016
2016 Skate Canada International - men's singles,men's singles,Canada,2016
2016 Cup of China - men's singles,men's singles,People's Republic of China,2016
2016 European Figure Skating Championships - men's singles,men's singles,Slovakia,2016
2016 European Figure Skating Championships - ladies' singles,ladies' singles,Slovakia,2016
2016 European Figure Skating Championships - pair skating,pair skating,Slovakia,2016
2016 European Figure Skating Championships - ice dancing,ice dance,Slovakia,2016
2016 Four Continents Figure Skating Championships - men's singles,men's singles,Taiwan,2016
2016 Four Continents Figure Skating Championships - ladies' singles,ladies' singles,Taiwan,2016
2016 Four Continents Figure Skating Championships - pair skating,pair skating,Taiwan,2016
