nama_event,cabang_olahraga,lokasi,tahun
figure skating at the 2011 Winter Universiade – pair skating,pair skating,Turkey,2011
figure skating at the 2011 Winter Universiade – ice dancing,ice dance,Turkey,2011
football at the 2011 Military World Games – men's tournament,association football,Brazil,2011
Q10392337,volleyball,Brazil,2011
Q10392338,volleyball,Brazil,2011
2011 NRW Trophy - ice dance,ice dance,Germany,2011
volleyball at the 2011 Summer Universiade – women's tournament,volleyball,People's Republic of China,2011
2011 Trophée Eric Bompard - men's singles,men's singles,France,2011
2011 NHK Trophy - men's singles,men's singles,Japan,2011
2011 Cup of Russia - men's singles,men's singles,Russia,2011
2011 World Figure Skating Championships - men's singles,men's singles,Russia,2011
2011 World Figure Skating Championships - pair skating,pair skating,Russia,2011
2011 World Figure Skating Championships - ladies' singles,ladies' singles,Russia,2011
2011 World Figure Skating Championships - ice dancing,ice dance,Russia,2011
2011 European Figure Skating Championships - men's singles,men's singles,Switzerland,2011
2011 European Figure Skating Championships - ladies' singles,ladies' singles,Switzerland,2011
2011 European Figure Skating Championships - pair skating,pair skating,Switzerland,2011
2011 European Figure Skating Championships - ice dancing,ice dance,Switzerland,2011
2011–2012 Grand Prix of Figure Skating Final - men's singles,men's singles,Canada,2011
2011 Skate America - men's singles,men's singles,United States,2011
2011 Skate Canada International - men's singles,men's singles,Canada,2011
2011 Cup of China - men's singles,men's singles,People's Republic of China,2011
2011 Four Continents Figure Skating Championships - men's singles,men's singles,Taiwan,2011
2011 Four Continents Figure Skating Championships - ladies' singles,ladies' singles,Taiwan,2011
2011 Four Continents Figure Skating Championships - pair skating,pair skating,Taiwan,2011
2011 Four Continents Figure Skating Championships - ice dancing,ice dance,Taiwan,2011
2011–2012 Grand Prix of Figure Skating Final - ladies' singles,ladies' singles,Canada,2011
2011–2012 Grand Prix of Figure Skating Final - pair skating,pair skating,Canada,2011
2011–2012 Grand Prix of Figure Skating Final - ice dancing,ice dance,Canada,2011
2011 Rostelecom Cup - ladies' singles,ladies' singles,Russia,2011
2011 Rostelecom Cup - pair skating,pair skating,Russia,2011
2011 Rostelecom Cup - ice dancing,ice dance,Russia,2011
2011 Trophée Eric Bompard - ladies' singles,ladies' singles,France,2011
2011 Trophée Eric Bompard - pair skating,pair skating,France,2011
2011 Trophée Eric Bompard - ice dancing,ice dance,France,2011
2011 NHK Trophy - ladies' singles,ladies' singles,Japan,2011
2011 NHK Trophy - pair skating,pair skating,Japan,2011
2011 NHK Trophy - ice dancing,ice dance,Japan,2011
2011 Cup of China - ladies' singles,ladies' singles,People's Republic of China,2011
2011 Cup of China - pair skating,pair skating,People's Republic of China,2011
2011 Cup of China - ice dancing,ice dance,People's Republic of China,2011
figure skating at the 2011 Asian Winter Games – ice dancing,ice dance,Kazakhstan,2011
figure skating at the 2011 Asian Winter Games – men's singles,men's singles,Kazakhstan,2011
figure skating at the 2011 Asian Winter Games – pairs,pair skating,Kazakhstan,2011
figure skating at the 2011 Asian Winter Games – women's singles,ladies' singles,Kazakhstan,2011
2011 Skate Canada International - ladies' singles,ladies' singles,Canada,2011
2011 Skate Canada International - pair skating,pair skating,Canada,2011
2011 Skate Canada International - ice dancing,ice dance,Canada,2011
2011 Skate America - ice dancing,ice dance,United States,2011
2011 Skate America - ladies' singles,ladies' singles,United States,2011
2011 Skate America - pair skating,pair skating,United States,2011
Red Bull Rockets Gran Canaria 2011,Wave,Spain,2011
Q1257273,carom billiards,Egypt,2010
Q1257277,carom billiards,Turkey,2010
2010–11 ISU Speed Skating World Cup – World Cup 3,long track speed skating,Norway,2010
2010–11 ISU Speed Skating World Cup – World Cup 3,long track speed skating,Norway,2010
2009–10 ISU Speed Skating World Cup – World Cup 6,long track speed skating,Germany,2010
2009–10 ISU Speed Skating World Cup Final,long track speed skating,Netherlands,2010
2010 NRW Trophy - senior ice dance,ice dance,Germany,2010
artistic roller skating at the 2010 Asian Games – pairs,artistic roller skating,People's Republic of China,2010
2010 Trophée Eric Bompard - men's singles,men's singles,France,2010
2010 NHK Trophy - men's singles,men's singles,Japan,2010
2010 Cup of Russia - men's singles,men's singles,Russia,2010
2010 European Figure Skating Championships - men's singles,men's singles,Estonia,2010
2010 European Figure Skating Championships - ladies' singles,ladies' singles,Estonia,2010
2010 European Figure Skating Championships - pair skating,pair skating,Estonia,2010
2010 European Figure Skating Championships - ice dancing,ice dance,Estonia,2010
2010–2011 Grand Prix of Figure Skating Final - men's singles,men's singles,People's Republic of China,2010
2010 Skate America - men's singles,men's singles,United States,2010
2010 Skate Canada International - men's singles,men's singles,Canada,2010
2010 Cup of China - men's singles,men's singles,People's Republic of China,2010
2010 Four Continents Figure Skating Championships - men's singles,men's singles,South Korea,2010
2010 Four Continents Figure Skating Championships - ladies' singles,ladies' singles,South Korea,2010
2010 Four Continents Figure Skating Championships - pair skating,pair skating,South Korea,2010
2010 Four Continents Figure Skating Championships - ice dancing,ice dance,South Korea,2010
2010 World Figure Skating Championships - men's singles,men's singles,Italy,2010
2010 World Figure Skating Championships - ice dancing,ice dance,Italy,2010
2010 World Figure Skating Championships - ladies' singles,ladies' singles,Italy,2010
2010 World Figure Skating Championships - pair skating,pair skating,Italy,2010
2010 Judo Grand Prix Tunis,judo,Tunisia,2010
2010–2011 Grand Prix of Figure Skating Final - ladies' singles,ladies' singles,People's Republic of China,2010
2010–2011 Grand Prix of Figure Skating Final - pair skating,pair skating,People's Republic of China,2010
2010–2011 Grand Prix of Figure Skating Final - ice dancing,ice dance,People's Republic of China,2010
2010 Trophée Eric Bompard - ladies' singles,ladies' singles,France,2010
2010 Trophée Eric Bompard - pair skating,pair skating,France,2010
2010 Trophée Eric Bompard - ice dancing,ice dance,France,2010
2010 Cup of Russia - ladies' singles,ladies' singles,Russia,2010
2010 Cup of Russia - pair skating,pair skating,Russia,2010
2010 Cup of Russia - ice dancing,ice dance,Russia,2010
2010 Skate America - pair skating,pair skating,United States,2010
2010 Skate America - ladies' singles,ladies' singles,United States,2010
2010 Skate America - ice dancing,ice dance,United States,2010
2010 Cup of China - ladies' singles,ladies' singles,People's Republic of China,2010
2010 Cup of China - pair skating,pair skating,People's Republic of China,2010
2010 Cup of China - ice dancing,ice dance,People's Republic of China,2010
2010 Skate Canada International - ladies' singles,ladies' singles,Canada,2010
2010 Skate Canada International - pair skating,pair skating,Canada,2010
2010 Skate Canada International - ice dancing,ice dance,Canada,2010
2010 NHK Trophy - ladies' singles,ladies' singles,Japan,2010
2010 NHK Trophy - pair skating,pair skating,Japan,2010
2010 NHK Trophy - ice dancing,ice dance,Japan,2010
2010 Gran Canaria PWA Grand Prix,Wave,Spain,2010
Q1257266,carom billiards,Turkey,2009
Q1257269,carom billiards,Egypt,2009
swimming at the 2009 World Aquatics Championships – men's 4 x 100 metre freestyle relay,competitive swimming,Italy,2009
2009–10 ISU Speed Skating World Cup – World Cup 2,long track speed skating,Netherlands,2009
2008–09 ISU Speed Skating World Cup – Competition 8,long track speed skating,Netherlands,2009
2009–10 ISU Speed Skating World Cup – World Cup 3,long track speed skating,Norway,2009
2009–10 ISU Speed Skating World Cup – World Cup 4,long track speed skating,Canada,2009
2008–09 ISU Speed Skating World Cup Final,long track speed skating,United States,2009
2008–09 ISU Speed Skating World Cup – Competition 7,long track speed skating,Germany,2009
2009 World Championships in Athletics – women's heptathlon,athletics,Germany,2009
2009–10 ISU Speed Skating World Cup – World Cup 5,long track speed skating,United States,2009
2009–10 ISU Speed Skating World Cup – World Cup 1,long track speed skating,Germany,2009
2009 NRW Trophy - senior ice dance,ice dance,Germany,2009
2009 Trophée Eric Bompard - men's singles,men's singles,France,2009
2009 NHK Trophy - men's singles,men's singles,Japan,2009
2009 Cup of Russia - men's singles,men's singles,Russia,2009
2009 Four Continents Figure Skating Championships - men's singles,men's singles,Canada,2009
2009 Four Continents Figure Skating Championships - ladies' singles,ladies' singles,Canada,2009
2009 Four Continents Figure Skating Championships - pair skating,pair skating,Canada,2009
2009 Four Continents Figure Skating Championships - ice dancing,ice dance,Canada,2009
2009 European Figure Skating Championships - men's singles,men's singles,Finland,2009
2009 European Figure Skating Championships - ladies' singles,ladies' singles,Finland,2009
2009 European Figure Skating Championships - pair skating,pair skating,Finland,2009
2009 European Figure Skating Championships - ice dancing,ice dance,Finland,2009
2009–2010 Grand Prix of Figure Skating Final - men's singles,men's singles,Japan,2009
2009 Skate America - men's singles,men's singles,United States,2009
2009 Skate Canada International - men's singles,men's singles,Canada,2009
2009 Cup of China - men's singles,men's singles,People's Republic of China,2009
2009 Skate Canada International - ladies' singles,ladies' singles,Canada,2009
2009 Skate Canada International - pair skating,pair skating,Canada,2009
2009 Skate Canada International - ice dancing,ice dance,Canada,2009
2009 Skate America - ladies' singles,ladies' singles,United States,2009
2009 Skate America - pair skating,pair skating,United States,2009
2009 Skate America - ice dancing,ice dance,United States,2009
2009 NHK Trophy - ladies' singles,ladies' singles,Japan,2009
2009 NHK Trophy - pair skating,pair skating,Japan,2009
2009 NHK Trophy - ice dancing,ice dance,Japan,2009
2009 Rostelecom Cup - ladies' singles,ladies' singles,Russia,2009
2009 Rostelecom Cup - pair skating,pair skating,Russia,2009
2009 Rostelecom Cup - ice dancing,ice dance,Russia,2009
2009 Cup of China - ladies' singles,ladies' singles,People's Republic of China,2009
2009 Cup of China - pair skating,pair skating,People's Republic of China,2009
2009 Cup of China - ice dancing,ice dance,People's Republic of China,2009
2009 NRW Trophy - senior men's singles,men's singles,Germany,2009
2009 NRW Trophy - senior ladies' singles,ladies' singles,Germany,2009
2009 NRW Trophy - senior pair skating,pair skating,Germany,2009
2009 World Figure Skating Championships - men's singles,men's singles,United States,2009
2009 World Figure Skating Championships - ladies' singles,ladies' singles,United States,2009
2009 World Figure Skating Championships - pair skating,pair skating,United States,2009
2009 World Figure Skating Championships - ice dancing,ice dance,United States,2009
figure skating at the 2009 Winter Universiade – ladies' singles,ladies' singles,People's Republic of China,2009
figure skating at the 2009 Winter Universiade - men's singles,men's singles,People's Republic of China,2009
figure skating at the 2009 Winter Universiade - pair skating,pair skating,People's Republic of China,2009
figure skating at the 2009 Winter Universiade - synchronized skating,synchronized skating,People's Republic of China,2009
figure skating at the 2009 Winter Universiade – ice dance,ice dance,People's Republic of China,2009
2009–2010 Grand Prix of Figure Skating Final - ladies' singles,ladies' singles,Japan,2009
2009–2010 Grand Prix of Figure Skating Final - pair skating,pair skating,Japan,2009
2009–2010 Grand Prix of Figure Skating Final - ice dancing,ice dance,Japan,2009
2009 Trophée Eric Bompard - ladies' singles,ladies' singles,France,2009
2009 Trophée Eric Bompard - pair skating,pair skating,France,2009
2009 Trophée Eric Bompard - ice dancing,ice dance,France,2009
2009 Judo Grand Prix Tunis,judo,Tunisia,2009
Q1257256,carom billiards,Egypt,2008
Q1257262,carom billiards,Spain,2008
2008 NRW Trophy - senior ice dance,ice dance,Germany,2008
2008 Trophée Eric Bompard - men's singles,men's singles,France,2008
2008 NHK Trophy - men's singles,men's singles,Japan,2008
2008 Cup of Russia - men's singles,men's singles,Russia,2008
2008 Four Continents Figure Skating Championships - men's singles,men's singles,South Korea,2008
2008 Four Continents Figure Skating Championships - ladies' singles,ladies' singles,South Korea,2008
2008 Four Continents Figure Skating Championships - pair skating,pair skating,South Korea,2008
2008 Four Continents Figure Skating Championships - ice dancing,ice dance,South Korea,2008
2008–2009 Grand Prix of Figure Skating Final - men's singles,men's singles,South Korea,2008
2008 Skate America - men's singles,men's singles,United States,2008
2008 Skate Canada International - men's singles,men's singles,Canada,2008
2008 Cup of China - men's singles,men's singles,People's Republic of China,2008
2008 European Figure Skating Championships - men's singles,men's singles,Croatia,2008
2008 European Figure Skating Championships - ladies' singles,ladies' singles,Croatia,2008
2008 European Figure Skating Championships - pair skating,pair skating,Croatia,2008
2008 European Figure Skating Championships - ice dancing,ice dance,Croatia,2008
2008 Skate America - ladies' singles,ladies' singles,United States,2008
2008 Skate America - pair skating,pair skating,United States,2008
2008 Skate America - ice dancing,ice dance,United States,2008
2008 Skate Canada International - ladies' singles,ladies' singles,Canada,2008
2008 Skate Canada International - pair skating,pair skating,Canada,2008
2008 Skate Canada International - ice dancing,ice dance,Canada,2008
2008 Cup of China - ladies' singles,ladies' singles,People's Republic of China,2008
2008 Cup of China - pair skating,pair skating,People's Republic of China,2008
2008 Cup of China - ice dancing,ice dance,People's Republic of China,2008
2008 Trophée Eric Bompard - ladies' singles,ladies' singles,France,2008
2008 Trophée Eric Bompard - pair skating,pair skating,France,2008
2008 Trophée Eric Bompard - ice dancing,ice dance,France,2008
2008 Cup of Russia - ladies' singles,ladies' singles,Russia,2008
2008 Cup of Russia - pair skating,pair skating,Russia,2008
2008 Cup of Russia - ice dancing,ice dance,Russia,2008
2008 NHK Trophy - ladies' singles,ladies' singles,Japan,2008
2008 NHK Trophy - pair skating,pair skating,Japan,2008
2008 NHK Trophy - ice dancing,ice dance,Japan,2008
2008 NRW Trophy - senior men's singles,men's singles,Germany,2008
2008 NRW Trophy - senior ladies' singles,ladies' singles,Germany,2008
2008 NRW Trophy - senior pair skating,pair skating,Germany,2008
diving at the 2008 European Aquatics Championships – men's 3 metre springboard,diving,Netherlands,2008
diving at the 2008 European Aquatics Championships – men's 1 metre springboard,diving,Netherlands,2008
2008–2009 Grand Prix of Figure Skating Final - ladies' singles,ladies' singles,South Korea,2008
2008–2009 Grand Prix of Figure Skating Final - pair skating,pair skating,South Korea,2008
2008–2009 Grand Prix of Figure Skating Final - ice dancing,ice dance,South Korea,2008
2008 Pan American Wushu Championships,wushu,Brazil,2008
Q16003004,carom billiards,France,2007
volleyball at the 2007 Pan American Games – women's tournament,volleyball,Brazil,2007
football at the 2007 Pan American Games – men's tournament,association football,Brazil,2007
volleyball at the 2007 Pan American Games – men's tournament,volleyball,Brazil,2007
figure skating at the 2007 Asian Winter Games – ice dancing,ice dance,People's Republic of China,2007
figure skating at the 2007 Asian Winter Games – women's singles,ladies' singles,People's Republic of China,2007
figure skating at the 2007 Asian Winter Games – men's singles,men's singles,People's Republic of China,2007
figure skating at the 2007 Asian Winter Games – pairs,pair skating,People's Republic of China,2007
2007 NRW Trophy - senior ice dance,ice dance,Germany,2007
2007 Trophée Eric Bompard - men's singles,men's singles,France,2007
2007 NHK Trophy - men's singles,men's singles,Japan,2007
2007 Cup of Russia - men's singles,men's singles,Russia,2007
2007 Four Continents Figure Skating Championships - men's singles,men's singles,United States,2007
2007 Four Continents Figure Skating Championships - ladies' singles,ladies' singles,United States,2007
2007 Four Continents Figure Skating Championships - pair skating,pair skating,United States,2007
2007 Four Continents Figure Skating Championships - ice dancing,ice dance,United States,2007
2007–2008 Grand Prix of Figure Skating Final - men's singles,men's singles,Italy,2007
2007 Skate America - men's singles,men's singles,United States,2007
2007 Skate Canada International - men's singles,men's singles,Canada,2007
2007 Cup of China - men's singles,men's singles,People's Republic of China,2007
2007 European Figure Skating Championships - men's singles,men's singles,Poland,2007
2007 European Figure Skating Championships - ladies' singles,ladies' singles,Poland,2007
2007 European Figure Skating Championships - pair skating,pair skating,Poland,2007
2007 European Figure Skating Championships - ice dancing,ice dance,Poland,2007
2007 Skate America - ladies' singles,ladies' singles,United States,2007
2007 Skate America - pair skating,pair skating,United States,2007
2007 Skate America - ice dancing,ice dance,United States,2007
2007 Skate Canada International - ladies' singles,ladies' singles,Canada,2007
2007 Skate Canada International - pair skating,pair skating,Canada,2007
2007 Skate Canada International - ice dancing,ice dance,Canada,2007
2007 Cup of China - ladies' singles,ladies' singles,People's Republic of China,2007
2007 Cup of China - pair skating,pair skating,People's Republic of China,2007
2007 Cup of China - ice dancing,ice dance,People's Republic of China,2007
2007 Trophée Eric Bompard - ladies' singles,ladies' singles,France,2007
2007 Trophée Eric Bompard - pair skating,pair skating,France,2007
2007 Trophée Eric Bompard - ice dancing,ice dance,France,2007
2007 Cup of Russia - ladies' singles,ladies' singles,Russia,2007
2007 Cup of Russia - pair skating,pair skating,Russia,2007
2007 Cup of Russia - ice dancing,ice dance,Russia,2007
2007 NHK Trophy - ladies' singles,ladies' singles,Japan,2007
2007 NHK Trophy - pair skating,pair skating,Japan,2007
2007 NHK Trophy - ice dancing,ice dance,Japan,2007
2007 NRW Trophy - senior men's singles,men's singles,Germany,2007
2007 NRW Trophy - senior ladies' singles,ladies' singles,Germany,2007
Q27897213,cue sports,Turkey,2007
figure skating at the 2007 Winter Universiade - men's singles,men's singles,Italy,2007
figure skating at the 2007 Winter Universiade - ladies' singles,ladies' singles,Italy,2007
figure skating at the 2007 Winter Universiade - pair skating,pair skating,Italy,2007
figure skating at the 2007 Winter Universiade - ice dance,ice dance,Italy,2007
2007–2008 Grand Prix of Figure Skating Final - ladies' singles,ladies' singles,Italy,2007
2007–2008 Grand Prix of Figure Skating Final - pair skating,pair skating,Italy,2007
2007–2008 Grand Prix of Figure Skating Final - ice dancing,ice dance,Italy,2007
women's volleyball at the 2006 Central American and Caribbean Games,volleyball,Colombia,2006
2006 NHK Trophy - men's singles,men's singles,Japan,2006
2006 Cup of Russia - men's singles,men's singles,Russia,2006
2006 Four Continents Figure Skating Championships - men's singles,men's singles,United States,2006
2006 Four Continents Figure Skating Championships - ladies' singles,ladies' singles,United States,2006
2006 Four Continents Figure Skating Championships - pair skating,pair skating,United States,2006
2006 Four Continents Figure Skating Championships - ice dancing,ice dance,United States,2006
2006–2007 Grand Prix of Figure Skating Final - men's singles,men's singles,Russia,2006
2006 Skate America - men's singles,men's singles,United States,2006
2006 Skate Canada International - men's singles,men's singles,Canada,2006
2006 Cup of China - men's singles,men's singles,People's Republic of China,2006
2006 Trophée Eric Bompard - men's singles,men's singles,France,2006
2006 European Figure Skating Championships - men's singles,men's singles,France,2006
2006 European Figure Skating Championships - ladies' singles,ladies' singles,France,2006
2006 European Figure Skating Championships - pair skating,pair skating,France,2006
2006 European Figure Skating Championships - ice dancing,ice dance,France,2006
2006 Skate America - ladies' singles,ladies' singles,United States,2006
2006 Skate America - pair skating,pair skating,United States,2006
2006 Skate America - ice dancing,ice dance,United States,2006
2006 Skate Canada International - ladies' singles,ladies' singles,Canada,2006
2006 Skate Canada International - pair skating,pair skating,Canada,2006
2006 Skate Canada International - ice dancing,ice dance,Canada,2006
2006 Cup of China - ladies' singles,ladies' singles,People's Republic of China,2006
2006 Cup of China - pair skating,pair skating,People's Republic of China,2006
2006 Cup of China - ice dancing,ice dance,People's Republic of China,2006
2006 Trophée Eric Bompard - ladies' singles,ladies' singles,France,2006
2006 Trophée Eric Bompard - pair skating,pair skating,France,2006
2006 Trophée Eric Bompard - ice dancing,ice dance,France,2006
2006 Cup of Russia - ladies' singles,ladies' singles,Russia,2006
2006 Cup of Russia - pair skating,pair skating,Russia,2006
2006 Cup of Russia - ice dancing,ice dance,Russia,2006
2006 NHK Trophy - ladies' singles,ladies' singles,Japan,2006
2006 NHK Trophy - pair skating,pair skating,Japan,2006
2006 NHK Trophy - ice dancing,ice dance,Japan,2006
Q27897200,cue sports,Turkey,2006
2005–06 French Basketball Cup,basketball,France,2006
2006–2007 Grand Prix of Figure Skating Final - ladies' singles,ladies' singles,Russia,2006
2006–2007 Grand Prix of Figure Skating Final - pair skating,pair skating,Russia,2006
2006–2007 Grand Prix of Figure Skating Final - ice dancing,ice dance,Russia,2006
2005 European Rhythmic Gymnastics Championships,rhythmic gymnastics,Russia,2005
2005 World Championships in Athletics – women's discus throw,athletics,Finland,2005
2005 World Championships in Athletics – women's heptathlon,athletics,Finland,2005
2005 NHK Trophy - men's singles,men's singles,Japan,2005
2005 Cup of Russia - men's singles,men's singles,Russia,2005
2005 Four Continents Figure Skating Championships - men's singles,men's singles,South Korea,2005
2005 Four Continents Figure Skating Championships - ladies' singles,ladies' singles,South Korea,2005
2005 Four Continents Figure Skating Championships - pair skating,pair skating,South Korea,2005
2005 Four Continents Figure Skating Championships - ice dancing,ice dance,South Korea,2005
2005–2006 Grand Prix of Figure Skating Final - men's singles,men's singles,Japan,2005
2005 Skate America - men's singles,men's singles,United States,2005
2005 Skate Canada International - men's singles,men's singles,Canada,2005
2005 Cup of China - men's singles,men's singles,People's Republic of China,2005
2005 Trophée Éric Bompard - men's singles,men's singles,France,2005
2005 European Figure Skating Championships - men's singles,men's singles,Italy,2005
2005 European Figure Skating Championships - ladies' singles,ladies' singles,Italy,2005
2005 European Figure Skating Championships - pair skating,pair skating,Italy,2005
2005 European Figure Skating Championships - ice dancing,ice dance,Italy,2005
2005 Skate America - ladies' singles,ladies' singles,United States,2005
2005 Skate America - pair skating,pair skating,United States,2005
2005 Skate America - ice dancing,ice dance,United States,2005
2005 Skate Canada International - ladies' singles,ladies' singles,Canada,2005
2005 Skate Canada International - pair skating,pair skating,Canada,2005
2005 Skate Canada International - ice dancing,ice dance,Canada,2005
2005 Cup of China - ladies' singles,ladies' singles,People's Republic of China,2005
2005 Cup of China - pair skating,pair skating,People's Republic of China,2005
2005 Cup of China - ice dancing,ice dance,People's Republic of China,2005
2005 Trophée Éric Bompard - ladies' singles,ladies' singles,France,2005
2005 Trophée Éric Bompard - pair skating,pair skating,France,2005
2005 Trophée Éric Bompard - ice dancing,ice dance,France,2005
2005 Cup of Russia - ladies' singles,ladies' singles,Russia,2005
2005 Cup of Russia - pair skating,pair skating,Russia,2005
2005 Cup of Russia - ice dancing,ice dance,Russia,2005
2005 NHK Trophy - ladies' singles,ladies' singles,Japan,2005
2005 NHK Trophy - pair skating,pair skating,Japan,2005
2005 NHK Trophy - ice dancing,ice dance,Japan,2005
Q27897169,cue sports,Turkey,2005
2005 French Basketball Cup,basketball,France,2005
2005–2006 Grand Prix of Figure Skating Final - ladies' singles,ladies' singles,Japan,2005
2005–2006 Grand Prix of Figure Skating Final - pair skating,pair skating,Japan,2005
2005–2006 Grand Prix of Figure Skating Final - ice dancing,ice dance,Japan,2005
Mare Nostrum,competitive swimming,Spain,2004
Mare Nostrum,competitive swimming,Monaco,2004
2004 NHK Trophy - men's singles,men's singles,Japan,2004
2004 Cup of Russia - men's singles,men's singles,Russia,2004
2004 Four Continents Figure Skating Championships - men's singles,men's singles,Canada,2004
2004 Four Continents Figure Skating Championships - ladies' singles,ladies' singles,Canada,2004
2004 Four Continents Figure Skating Championships - pair skating,pair skating,Canada,2004
2004 Four Continents Figure Skating Championships - ice dancing,ice dance,Canada,2004
2004–2005 Grand Prix of Figure Skating Final - men's singles,men's singles,People's Republic of China,2004
2004 Skate America - men's singles,men's singles,United States,2004
2004 Skate Canada International - men's singles,men's singles,Canada,2004
2004 Cup of China - men's singles,men's singles,People's Republic of China,2004
2004 Trophée Éric Bompard - men's singles,men's singles,France,2004
2004 Skate America - ladies' singles,ladies' singles,United States,2004
2004 Skate America - pair skating,pair skating,United States,2004
2004 Skate America - ice dancing,ice dance,United States,2004
2004 Skate Canada International - ladies' singles,ladies' singles,Canada,2004
2004 Skate Canada International - pair skating,pair skating,Canada,2004
2004 Skate Canada International - ice dancing,ice dance,Canada,2004
2004 NHK Trophy - ladies' singles,ladies' singles,Japan,2004
2004 NHK Trophy - pair skating,pair skating,Japan,2004
2004 NHK Trophy - ice dancing,ice dance,Japan,2004
2004 Cup of China - ladies' singles,ladies' singles,People's Republic of China,2004
2004 Cup of China - pair skating,pair skating,People's Republic of China,2004
2004 Cup of China - ice dancing,ice dance,People's Republic of China,2004
2004 Trophée Eric Bompard - ladies' singles,ladies' singles,France,2004
2004 Trophée Eric Bompard - pair skating,pair skating,France,2004
2004 Trophée Eric Bompard - ice dancing,ice dance,France,2004
2004 Cup of Russia - ladies' singles,ladies' singles,Russia,2004
2004 Cup of Russia - pair skating,pair skating,Russia,2004
2004 Cup of Russia - ice dancing,ice dance,Russia,2004
Q27897085,cue sports,Spain,2004
2004–2005 Grand Prix of Figure Skating Final - ladies' singles,ladies' singles,People's Republic of China,2004
2004–2005 Grand Prix of Figure Skating Final - pair skating,pair skating,People's Republic of China,2004
2004–2005 Grand Prix of Figure Skating Final - ice dancing,ice dance,People's Republic of China,2004
2003 World Championships in Athletics – women's heptathlon,athletics,France,2003
2003 NHK Trophy - men's singles,men's singles,Japan,2003
2003 Cup of Russia - men's singles,men's singles,Russia,2003
2003 Four Continents Figure Skating Championships - men's singles,men's singles,People's Republic of China,2003
2003 Four Continents Figure Skating Championships - ladies' singles,ladies' singles,People's Republic of China,2003
2003 Four Continents Figure Skating Championships - pair skating,pair skating,People's Republic of China,2003
2003 Four Continents Figure Skating Championships - ice dancing,ice dance,People's Republic of China,2003
2003–2004 Grand Prix of Figure Skating Final - men's singles,men's singles,United States,2003
2003 Skate America - men's singles,men's singles,United States,2003
2003 Cup of China - men's singles,men's singles,People's Republic of China,2003
2003 Trophée Lalique - men's singles,men's singles,France,2003
figure skating at the 2003 Asian Winter Games – ice dancing,ice dance,Japan,2003
figure skating at the 2003 Asian Winter Games – men's singles,men's singles,Japan,2003
figure skating at the 2003 Asian Winter Games – pairs,pair skating,Japan,2003
figure skating at the 2003 Asian Winter Games – women's singles,ladies' singles,Japan,2003
football at the 2003 Pan American Games – women's tournament,association football,Dominican Republic,2003
2003–2004 Grand Prix of Figure Skating Final - ladies' singles,ladies' singles,United States,2003
2003–2004 Grand Prix of Figure Skating Final - pair skating,pair skating,United States,2003
2003–2004 Grand Prix of Figure Skating Final - ice dancing,ice dance,United States,2003
2002 European Athletics Indoor Championships – men's heptathlon,athletics,Austria,2002
2002 NHK Trophy - men's singles,men's singles,Japan,2002
2002 Bofrost Cup on Ice - men's singles,men's singles,Germany,2002
2002 Cup of Russia - men's singles,men's singles,Russia,2002
2002 Trophée Lalique - men's singles,men's singles,France,2002
Marathon for a Drug-Free Hungary,running,Hungary,2002
men's volleyball at the 2002 Central American and Caribbean Games,volleyball,El Salvador,2002
2001 World Championships in Athletics – women's heptathlon,athletics,Canada,2001
Q25387058,cue sports,United States,2001
Q25387113,cue sports,Turkey,2001
Q25387307,cue sports,Spain,2001
2000 European Athletics Indoor Championships – men's heptathlon,athletics,Belgium,2000
Alpes Isère Tour,Race stage,Rhône-Alpes,2000
Australia World Cup,Classic cycle races,"Australia, Canberra, Geelong, Snowy Mountains, Sydney",2000
Bayern Rundfahrt,Race stage,Bavaria,2000
Bałtyk–Karkonosze Tour,Race stage,Poland,2000
Chrono des Nations,Individual time trial,Vendée,2000
Circuit de Wallonie,Classic cycle races,Wallonia,2000
Critérium du Dauphiné,Major one week stage races (cycling),"France, Rhône-Alpes",2000
Dookoła Mazowsza,Race stage,"Mazovia, Poland",2000
Draai van de Kaai,Criterium,"Netherlands, Roosendaal",2000
Five Rings of Moscow,Race stage,"Moscow, Russia",2000
HTV Cup (cycling),Race stage,Vietnam,2000
Herald Sun Tour,Race stage,Victoria (state),2000
International Tour of Rhodes,Race stage,"Greece, Rhodes",2000
Japan Cup (cycling),Classic cycle races,Japan,2000
Jelajah Malaysia,Race stage,Peninsular Malaysia,2000
Joe Martin Stage Race,Race stage,"Fayetteville, Arkansas",2000
Kreiz Breizh Elites,Race stage,"Brittany, France",2000
Memorial Grundmanna I Wizowskiego,Classic cycle races,Poland,2000
Memoriał Romana Siemińskiego,Classic cycle races,"Masovian Voivodeship, Poland",2000
Okolo Slovenska,Race stage,Slovakia,2000
Presidential Cycling Tour of Turkey,Race stage,Turkey,2000
Ronde de l'Oise,Race stage,Oise,2000
Rutas de América,Race stage,Uruguay,2000
Settimana Internazionale di Coppi e Bartali,Race stage,Emilia-Romagna,2000
Szlakiem Grodów Piastowskich,Race stage,Lower Silesian Voivodeship,2000
Szlakiem Walk Majora Hubala,"Classic cycle races, Race stage",Poland,2000
Tour de Hokkaido,Race stage,"Hokkaido, Japan",2000
Tour de Korea,Race stage,South Korea,2000
Tour de Langkawi,Race stage,Peninsular Malaysia,2000
Tour de Okinawa,Classic cycle races,"Japan, Okinawa Prefecture",2000
